CODIGO_DA_IES;NOME_DA_IES;SIGLA;CATEGORIA_DA_IES;COMUNITARIA;CONFESSIONAL;FILANTROPICA;ORGANIZACAO_ACADEMICA;CODIGO_MUNICIPIO_IBGE;MUNICIPIO;UF;SITUACAO_IES
1995;FACULDADE DE MEDICINA NOVA ESPERANÇA - FAMENE;FAMENE;Privada;N;N;N;Faculdade;2507507.0;João Pessoa;PB;Ativa
983;FACULDADE PRUDENTE DE MORAES - FPM;FPM;Privada;N;N;N;Faculdade;3523909.0;Itu;SP;Extinta
20709;Faculdade Fecomercio Roraima - FACORR;FACORR;Privada;N;N;N;Faculdade;1400100.0;Boa Vista;RR;Ativa
5315;Faculdades Unificadas de Iúna - FUI;FUI;Privada;N;N;N;Faculdade;3203007.0;Iúna;ES;Ativa
609;UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ - UNIOESTE;UNIOESTE;Pública;N;N;N;Universidade;4104808.0;Cascavel;PR;Ativa
15504;FACULDADE IRECÊ - FAI;FAI;Privada;N;N;N;Faculdade;2914604.0;Irecê;BA;Ativa
24392;FACULDADE DINÂMICA - FACDIN;FACDIN;Privada;N;N;N;Faculdade;5219704.0;Santa Terezinha de Goiás;GO;Ativa
22975;UNICORP FACULDADES - UNICORP;UNICORP;Privada;N;N;N;Faculdade;2507507.0;João Pessoa;PB;Ativa
4815;FACULDADE DE TECNOLOGIA SENAI NADIR DIAS DE FIGUEIREDO;;Privada;N;N;N;Faculdade;3534401.0;Osasco;SP;Ativa
4;UNIVERSIDADE FEDERAL DO AMAZONAS - UFAM;UFAM;Pública;N;N;N;Universidade;1302603.0;Manaus;AM;Ativa
3295;FACULDADE SENAC FLORIANÓPOLIS - SENAC FLORIANÓPOLIS;SENAC FLORIANÓPOLIS;Privada;N;N;N;Faculdade;4205407.0;Florianópolis;SC;Ativa
700;FACULDADE DE EDUCAÇÃO DE ITABORAÍ - FEITA;FEITA;Pública;N;N;N;Faculdade;3301900.0;Itaboraí;RJ;Ativa
5033;FACULDADE PRISMA - FAP;FAP;Privada;N;N;N;Faculdade;3143302.0;Montes Claros;MG;Extinta
659;FACULDADE DE CIÊNCIAS HUMANAS DO SUL PAULISTA - FACHI;FACHI;Privada;N;N;N;Faculdade;3522406.0;Itapeva;SP;Extinta
1524;FACULDADE OLGA METTIG - FAMETTIG;FAMETTIG;Privada;N;N;N;Faculdade;2927408.0;Salvador;BA;Ativa
5352;FACULDADE DE CIÊNCIAS E TECNOLOGIA DE NATAL - FACITEN;FACITEN;Privada;N;N;N;Faculdade;2408102.0;Natal;RN;Extinta
24687;FACULDADE DE MEDICINA ESTÁCIO DE CASTANHAL - ESTÁCIO FMEC;ESTÁCIO FMEC;Privada;N;N;N;Faculdade;1502400.0;Castanhal;PA;Ativa
452;CENTRO UNIVERSITÁRIO LUTERANO DE MANAUS - CEULM/ULBRA;CEULM/ULBRA;Privada;N;S;N;Centro Universitário;1302603.0;Manaus;AM;Ativa
2200;FACULDADE VALE DO GORUTUBA - FAVAG;FAVAG;Privada;N;N;N;Faculdade;3145059.0;Nova Porteirinha;MG;Ativa
13630;ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO DA UNIÃO - ESMPU;ESMPU;Pública;N;N;N;Escola de Governo;5300108.0;Brasília;DF;Ativa
1690;FACULDADE DE SÃO VICENTE - FSV;FSV;Privada;N;N;N;Faculdade;3551009.0;São Vicente;SP;Ativa
25466;Faculdade de Ensino Jurídico de Vitória - FEJ;FEJ;Privada;N;N;N;Faculdade;3205309.0;Vitória;ES;Ativa
482;UNIVERSIDADE DO EXTREMO SUL CATARINENSE - UNESC;UNESC;Privada;S;N;N;Universidade;4204608.0;Criciúma;SC;Ativa
19586;FACULDADE UNITÀ - UNITÀ;UNITÀ;Privada;N;N;N;Faculdade;3509502.0;Campinas;SP;Ativa
21691;Faculdade Pitágoras Belo Jardim;;Privada;N;N;N;Faculdade;2601706.0;Belo Jardim;PE;Extinta
15757;Faculdade de Tecnologia de Barueri - Fatec Barueri;Fatec Barueri;Pública;N;N;N;Faculdade;3505708.0;Barueri;SP;Ativa
14342;FACULDADE REDENTOR DE CAMPOS - FACREDENTOR;FACREDENTOR;Privada;N;N;N;Faculdade;3301009.0;Campos dos Goytacazes;RJ;Extinta
1292;Centro Universitário de Adamantina - FAI;FAI;Pública;N;N;N;Centro Universitário;3500105.0;Adamantina;SP;Ativa
3525;FACULDADE EVANGÉLICA DE TECNOLOGIA, CIÊNCIAS E BIOTECNOLOGIA DA CGADB - FAECAD;FAECAD;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
21537;Faculdade de Santo Ângelo - FASA;FASA;Privada;N;N;N;Faculdade;4317509.0;Santo Ângelo;RS;Ativa
21362;Faculdade Centro Oeste Catanduvas - FACOC;FACOC;Privada;N;N;N;Faculdade;4204004.0;Catanduvas;SC;Ativa
1299;FACULDADES INTEGRADAS DE FERNANDÓPOLIS - FIFE;FIFE;Privada;N;N;N;Faculdade;3515509.0;Fernandópolis;SP;Ativa
22441;FACULDADE Ensin.E - ENSIN.E;ENSIN.E;Privada;N;N;N;Faculdade;3136702.0;Juiz de Fora;MG;Ativa
1198;FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DO PARANÁ - FACET;FACET;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Extinta
1918;Centro Universitário Univinte;;Privada;N;N;N;Centro Universitário;4203956.0;Capivari de Baixo;SC;Ativa
18034;Centro de Ensino Superior Riograndense - CESURG;CESURG;Privada;N;N;N;Faculdade;4320107.0;Sarandi;RS;Ativa
24677;Faculdade FaCiencia - FaCiencia;FaCiencia;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Ativa
1601;FACULDADE CIDADE DE COROMANDEL - FCC;FCC;Privada;N;N;N;Faculdade;3119302.0;Coromandel;MG;Ativa
3609;FACULDADES INTEGRADAS IPITANGA - FACIIP;FACIIP;Privada;N;N;N;Faculdade;2919207.0;Lauro de Freitas;BA;Ativa
18133;Faculdade Unida de Campinas Goiânia - FACUNICAMPS GOIÂNIA - FACUNICAMPS;FACUNICAMPS;Privada;N;N;N;Faculdade;5208707.0;Goiânia;GO;Ativa
4446;FACULDADE CIDADE DE GUANHÃES - FACIG - FACIG;FACIG;Privada;N;N;N;Faculdade;3128006.0;Guanhães;MG;Extinta
2548;FACULDADE DE TEOLOGIA, FILOSOFIA E CIÊNCIAS HUMANAS GAMALIEL - FATEFIG;FATEFIG;Privada;N;N;N;Faculdade;1508100.0;Tucuruí;PA;Ativa
4629;Faculdade Innovare - FACINN;FACINN;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
281;CONSERVATÓRIO DRAMÁTICO MUSICAL SÃO PAULO - CDMSP;CDMSP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
5591;FACULDADES INTEGRADAS CAMÕES - FICA;FICA;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Ativa
2334;FACULDADE CNEC RIO DAS OSTRAS;;Privada;S;N;N;Faculdade;3304524.0;Rio das Ostras;RJ;Ativa
1743;FACULDADE DE TECNOLOGIA OSWALDO CRUZ - FATEC OSWALDO CRUZ;FATEC OSWALDO CRUZ;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
20100;Instituto Leya de Educação Superior - Leya;Leya;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
1446;CENTRO UNIVERSITÁRIO PLANALTO DO DISTRITO FEDERAL - UNIPLAN - UNIPLAN;UNIPLAN;Privada;N;N;N;Centro Universitário;5300108.0;Brasília;DF;Ativa
14892;FACULDADE DE CIÊNCIAS DA SAÚDE DE BARRETOS DR. PAULO PRATA - FACISB;FACISB;Privada;N;N;N;Faculdade;3505500.0;Barretos;SP;Ativa
3456;FACULDADE POLITÉCNICA DE CAMPINAS - POLICAMP;POLICAMP;Privada;N;N;N;Faculdade;3509502.0;Campinas;SP;Ativa
19255;Faculdade Pitágoras de Bom Jesus da Lapa;;Privada;N;N;N;Faculdade;2903904.0;Bom Jesus da Lapa;BA;Extinta
1733;FACULDADE DE ENSINO SUPERIOR DE MARECHAL CÂNDIDO RONDON - ISEPE  RONDON;ISEPE  RONDON;Privada;N;N;N;Faculdade;4114609.0;Marechal Cândido Rondon;PR;Ativa
22470;Faculdade Universalis - FACSALIS;FACSALIS;Privada;N;N;N;Faculdade;2800308.0;Aracaju;SE;Ativa
17628;Faculdade do Maciço do Baturité - FMB;FMB;Privada;N;N;N;Faculdade;2302107.0;Baturité;CE;Ativa
2626;FACULDADE DE COMUNICAÇÃO SOCIAL SANTA EFIGÊNIA - FACULDADE VEREDAS;FACULDADE VEREDAS;Privada;N;N;N;Faculdade;3118304.0;Conselheiro Lafaiete;MG;Extinta
17348;Faculdade Alis de Itabirito;;Privada;N;N;N;Faculdade;3131901.0;Itabirito;MG;Ativa
10385;INSTITUTO SÃO PAULO DE ESTUDOS SUPERIORES - ITESP;ITESP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1828;ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO - ESCOLA DA CIDADE;ESCOLA DA CIDADE;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1231;FACULDADE CNEC SANTO ÂNGELO;;Privada;S;N;N;Faculdade;4317509.0;Santo Ângelo;RS;Ativa
12772;FACULDADE DE TECNOLOGIA SENAC MINAS - UNIDADE BELO HORIZONTE - FTS;FTS;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
1598;CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA;;Privada;N;N;N;Centro Universitário;3170206.0;Uberlândia;MG;Ativa
11007;FACULDADE CENTRO OESTE DO PARANÁ - FACEOPAR;FACEOPAR;Privada;N;N;N;Faculdade;4113304.0;Laranjeiras do Sul;PR;Extinta
3162;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DE SANTA CATARINA - IFSC;IFSC;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;4205407.0;Florianópolis;SC;Ativa
2576;FACULDADE ANHANGUERA UNIDADE GUARAPARI;;Privada;N;N;N;Faculdade;3202405.0;Guarapari;ES;Ativa
24255;Faculdade de Nova Mutum - UNIFAMA;UNIFAMA;Privada;N;N;N;Faculdade;5106224.0;Nova Mutum;MT;Ativa
23175;Escola Superior de Pouso Alegre;;Privada;N;N;N;Faculdade;3152501.0;Pouso Alegre;MG;Ativa
1493;CENTRO UNIVERSITÁRIO ALVES FARIA - UNIALFA;UNIALFA;Privada;N;N;N;Centro Universitário;5208707.0;Goiânia;GO;Ativa
23000;Faculdade de Tecnologia e Ciências - FTC Caucaia - FTC Caucaia;FTC Caucaia;Privada;N;N;N;Faculdade;2303709.0;Caucaia;CE;Ativa
20098;Faculdade Integração - FI;FI;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1119;FACULDADE PLANALTO DE FILOSOFIA, CIÊNCIAS E LETRAS - FACPLAN;FACPLAN;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
20651;Faculdades IDAAM - IDAAM;IDAAM;Privada;N;N;N;Faculdade;1302603.0;Manaus;AM;Ativa
21896;FACULDADE MAURÍCIO DE NASSAU DE DIVINÓPOLIS - FMN DIVINÓPOLIS;FMN DIVINÓPOLIS;Privada;N;N;N;Faculdade;3122306.0;Divinópolis;MG;Extinta
23333;Faculdade Damásio Educacional - FDE;FDE;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
10020;INSTITUTO LOGOS DE EDUCAÇÃO SUPERIOR - ILES;ILES;Privada;N;N;N;Faculdade;2708402.0;São José da Tapera;AL;Extinta
2366;FACULDADE DE SISTEMAS DE INFORMAÇÃO DE PARAÍSO DO TOCANTINS - FSIP;FSIP;Privada;N;N;N;Faculdade;1716109.0;Paraíso do Tocantins;TO;Extinta
475;FACULDADE DE MEDICINA DE PETRÓPOLIS - FMP;FMP;Privada;N;N;N;Faculdade;3303906.0;Petrópolis;RJ;Ativa
16918;FACULDADE CATÓLICA DE FEIRA DE SANTANA;;Privada;N;N;N;Faculdade;2910800.0;Feira de Santana;BA;Ativa
22266;Instituto de Desenvolvimento Tecnológico da FGV - FGV/IDT;FGV/IDT;Privada;N;N;N;Faculdade;3304557.0;Rio de Janeiro;RJ;Ativa
5503;FACULDADES COC DE BRASÍLIA - FACOCBR;FACOCBR;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
4443;Faculdade Meridional de Ijuí - IMED;IMED;Privada;N;N;N;Faculdade;4310207.0;Ijuí;RS;Ativa
2854;FACULDADE CONHECER - FC;FC;Privada;N;N;N;Faculdade;3204906.0;São Mateus;ES;Extinta
1455;FACULDADE SANTÍSSIMO SACRAMENTO - FSSS;FSSS;Privada;N;N;N;Faculdade;2900702.0;Alagoinhas;BA;Ativa
24196;FACULDADE CLEBER LEITE - EAD - FCL - EAD;FCL - EAD;Privada;N;N;N;Faculdade;3547809.0;Santo André;SP;Ativa
22775;Faculdade Garça Branca Pantanal - FGB;FGB;Privada;N;N;N;Faculdade;5103403.0;Cuiabá;MT;Ativa
5357;FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL;;Privada;N;N;N;Faculdade;3522109.0;Itanhaém;SP;Extinta
22748;FACULDADES FAMEP - FAMEP;FAMEP;Privada;N;N;N;Faculdade;2210508.0;São Pedro do Piauí;PI;Ativa
4748;FACULDADE DE BRUSQUE;;Privada;N;N;N;Faculdade;4202909.0;Brusque;SC;Extinta
15833;FACULDADE 2001;;Privada;N;N;N;Faculdade;2611606.0;Recife;PE;Ativa
17400;Faculdade Menino Deus - FAMED;FAMED;Privada;N;N;N;Faculdade;4314902.0;Porto Alegre;RS;Ativa
1882;FACULDADE DE ASSUNTOS ACADÊMICOS E CIENTÍFICOS MONSENHOR EDISSON VIEIRA LÍCIO - FAACI;FAACI;Privada;N;N;N;Faculdade;3503802.0;Artur Nogueira;SP;Extinta
1079;FACULDADE MARINGÁ - CESPAR;CESPAR;Privada;N;N;N;Faculdade;4115200.0;Maringá;PR;Ativa
15428;Faculdade UNIRB - NATAL - F. UNIRB;F. UNIRB;Privada;N;N;N;Faculdade;2408102.0;Natal;RN;Ativa
17765;Faculdade Santa Maria - FASAMP;FASAMP;Privada;N;N;N;Faculdade;2108603.0;Pinheiro;MA;Extinta
3835;UNIVERSIDADE VIRTUAL DO ESTADO DO MARANHÃO - UNIVIMA;UNIVIMA;Pública;N;N;N;Universidade;2111300.0;São Luís;MA;Ativa
3921;CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA;;Privada;N;N;N;Centro Universitário;2919553.0;Luís Eduardo Magalhães;BA;Ativa
22028;Faculdade CTA - CTA;CTA;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
665;UNIVERSIDADE DE TAUBATÉ - UNITAU;UNITAU;Pública;N;N;N;Universidade;3554102.0;Taubaté;SP;Ativa
17587;Faculdade Humboldt - FH;FH;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Extinta
12523;Faculdade da Serra Gaúcha de Bento Gonçalves;;Privada;N;N;N;Faculdade;4302105.0;Bento Gonçalves;RS;Ativa
5078;FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;;Pública;N;N;N;Universidade;4202008.0;Balneário Camboriú;SC;Extinta
432;FACULDADE PARANAENSE - FACCAR;FACCAR;Privada;N;N;N;Faculdade;4122404.0;Rolândia;PR;Ativa
20606;Faculdade de Tecnologia e Ciências - FTC Juazeiro;FTC Juazeiro;Privada;N;N;N;Faculdade;2918407.0;Juazeiro;BA;Ativa
17854;Centro Universitário Unifecaf;;Privada;N;N;N;Centro Universitário;3552809.0;Taboão da Serra;SP;Ativa
4582;FACULDADE CENTRO SUL DO PARANÁ - FACSPAR;FACSPAR;Privada;N;N;N;Faculdade;4125605.0;São Mateus do Sul;PR;Extinta
25148;Escola Superior de Educação e Negócios - ESN;ESN;Privada;N;N;N;Faculdade;3529005.0;Marília;SP;Ativa
21636;FACULDADE TERRA BRASILIS;;Privada;N;N;N;Faculdade;5100359.0;Alto Boa Vista;MT;Ativa
13764;FACULDADE DE TECNOLOGIA DE AMPÉRE - FAMPERTEC;FAMPERTEC;Privada;N;N;N;Faculdade;4101002.0;Ampére;PR;Extinta
1420;FACULDADES DE DRACENA;;Privada;N;N;N;Faculdade;3514403.0;Dracena;SP;Ativa
22462;FACULDADE UNIRB - CIDADE DE FORTALEZA - F. UNIRB;F. UNIRB;Privada;N;N;N;Faculdade;2304400.0;Fortaleza;CE;Ativa
4732;Faculdade de Tecnologia e Inovação Senac DF;;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Ativa
5520;FACULDADE CATHEDRAL - FACES;FACES;Privada;N;N;N;Faculdade;1400100.0;Boa Vista;RR;Ativa
1521;FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM - ESTÁCIO BELÉM;ESTÁCIO BELÉM;Privada;N;N;N;Faculdade;1501402.0;Belém;PA;Ativa
446;UNIVERSIDADE DE CRUZ ALTA - UNICRUZ;UNICRUZ;Privada;S;N;N;Universidade;4306106.0;Cruz Alta;RS;Ativa
14208;Faculdade Presidente Antônio Carlos de Lagoa dos Patos - FUNEES;FUNEES;Privada;N;N;N;Faculdade;3137304.0;Lagoa dos Patos;MG;Extinta
3979;FACULDADE DE BAURU - -;-;Privada;N;N;N;Faculdade;3506003.0;Bauru;SP;Extinta
11807;Istituto Europeo di Design - IED SP;IED SP;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
25712;FACULDADE CESPU EUROPA BRASIL - FACCE;FACCE;Privada;N;N;N;Faculdade;2607901.0;Jaboatão dos Guararapes;PE;Ativa
25441;Faculdade Paulista de Bem Estar e Saúde;;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
2332;Faculdade Ibero Americana de São Paulo - FIASP;FIASP;Privada;N;N;N;Faculdade;3538808.0;Piraju;SP;Ativa
3187;INSTITUTO SUPERIOR DE EDUCAÇÃO CORAÇÃO DE JESUS - ISECJ;ISECJ;Privada;N;N;N;Faculdade;3169406.0;Três Pontas;MG;Extinta
4983;FACULDADE IBRA DE TECNOLOGIA - FACULDADE FITEC;FACULDADE FITEC;Privada;N;N;N;Faculdade;3549904.0;São José dos Campos;SP;Ativa
18072;Faculdade de Direito TECH de São Paulo - FADITECH;FADITECH;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
1797;FACULDADES LONDRINA;;Privada;N;N;N;Faculdade;4113700.0;Londrina;PR;Ativa
793;Centro Universitário Estácio de São Paulo - ESTÁCIO SÃO PAULO;ESTÁCIO SÃO PAULO;Privada;N;N;N;Centro Universitário;3550308.0;São Paulo;SP;Ativa
14098;Faculdade Presidente Antônio Carlos de Almenara - FUNEC Almenara;FUNEC Almenara;Privada;N;N;N;Faculdade;3101706.0;Almenara;MG;Extinta
848;FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS - FPPD;FPPD;Privada;N;N;N;Faculdade;2507507.0;João Pessoa;PB;Extinta
1510;CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;;Privada;N;N;N;Centro Universitário;4216602.0;São José;SC;Ativa
22084;Faculdade FACUMINAS de Pós-Graduação EAD - FACUMINAS EAD;FACUMINAS EAD;Privada;N;N;N;Faculdade;3550308.0;São Paulo;SP;Ativa
19780;Faculdade Pitágoras Unopar de Guanambi - FPG;FPG;Privada;N;N;N;Faculdade;2911709.0;Guanambi;BA;Ativa
22939;Faculdade de Tecnologia de Araraquara - FATEC ARQ;FATEC ARQ;Pública;N;N;N;Faculdade;3503208.0;Araraquara;SP;Ativa
24055;FACULDADE FASIPE DE PRIMAVERA - FFP;FFP;Privada;N;N;N;Faculdade;5107040.0;Primavera do Leste;MT;Ativa
18628;Faculdade Pitágoras de Luis Eduardo Magalhães;;Privada;N;N;N;Faculdade;2919553.0;Luís Eduardo Magalhães;BA;Ativa
19632;FACULDADE DAMA;;Privada;N;N;N;Faculdade;4203808.0;Canoinhas;SC;Ativa
2687;FACULDADE DOM ALBERTO - FDA;FDA;Privada;N;N;N;Faculdade;4316808.0;Santa Cruz do Sul;RS;Ativa
17224;Faculdade Cesmac do Sertão - CESMAC Sertão;CESMAC Sertão;Privada;N;N;N;Faculdade;2706307.0;Palmeira dos Índios;AL;Ativa
21638;Faculdade PECEGE - PECEGE;PECEGE;Privada;N;N;N;Faculdade;3538709.0;Piracicaba;SP;Ativa
14097;FACULDADE REFIDIM - Refidim;Refidim;Privada;N;N;N;Faculdade;4209102.0;Joinville;SC;Ativa
4396;CENTRO UNIVERSITÁRIO DE MINEIROS - UNIFIMES;UNIFIMES;Pública;N;N;N;Centro Universitário;5213103.0;Mineiros;GO;Ativa
4251;FACULDADE ANHANGUERA DE TECNOLOGIA DE BELO HORIZONTE;;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
4998;FACULDADE DE TECNOLOGIA INESUL DO PARANÁ - FIPAR;FIPAR;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Extinta
22578;FACULDADE CENSUPEG;;Privada;N;N;N;Faculdade;4209102.0;Joinville;SC;Ativa
481;Universidade Universus Veritas Guarulhos - Univeritas UNG;Univeritas UNG;Privada;N;N;N;Universidade;3518800.0;Guarulhos;SP;Ativa
18065;CISNE - FACULDADE DE QUIXADÁ - CFQ;CFQ;Privada;N;N;N;Faculdade;2311306.0;Quixadá;CE;Ativa
74;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO - FFCL;FFCL;Pública;N;N;N;Faculdade;3549706.0;São José do Rio Pardo;SP;Ativa
2056;FACULDADE DA ALTA PAULISTA - FAP;FAP;Privada;N;N;N;Faculdade;3555000.0;Tupã;SP;Ativa
21631;FACULDADE SUPREMO REDENTOR - FACSUR;FACSUR;Privada;N;N;N;Faculdade;2108603.0;Pinheiro;MA;Ativa
308;CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS - UNIPAC;UNIPAC;Privada;N;N;N;Centro Universitário;3105608.0;Barbacena;MG;Ativa
1252;FACULDADE PROMOVE DE MINAS GERAIS - PROMOVE;PROMOVE;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
5442;Faculdade Presidente Antônio Carlos de Nova Lima;;Privada;N;N;N;Faculdade;3100104.0;Abadia dos Dourados;MG;Extinta
13828;FACULDADE ISEIB DE BELO HORIZONTE - FIBH;FIBH;Privada;N;N;N;Faculdade;3106200.0;Belo Horizonte;MG;Ativa
1607;FACULDADE LUTERANA SÃO MARCOS - FALSM;FALSM;Privada;N;N;N;Faculdade;4300604.0;Alvorada;RS;Ativa
918;CENTRO UNIVERSITÁRIO UNIVEL;;Privada;N;N;N;Centro Universitário;4104808.0;Cascavel;PR;Ativa
21556;FACULDADE DE GOIANA - FAG;FAG;Privada;N;N;N;Faculdade;2606200.0;Goiana;PE;Ativa
11951;FACULDADE DO SERTÃO BAIANO - FASBE;FASBE;Privada;N;N;N;Faculdade;2921500.0;Monte Santo;BA;Ativa
455;FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO - FAFOPEE;FAFOPEE;Privada;N;N;N;Faculdade;4303509.0;Camaquã;RS;Extinta
14218;Faculdade Presidente Antônio Carlos de Luminárias - FUNEES;FUNEES;Privada;N;N;N;Faculdade;3138708.0;Luminárias;MG;Extinta
14172;Faculdade Presidente Antônio Carlos de Poté - FUNEES Poté;FUNEES Poté;Privada;N;N;N;Faculdade;3152402.0;Poté;MG;Extinta
1107;Centro Universitário Estácio do Ceará - Estácio Ceará;Estácio Ceará;Privada;N;N;N;Centro Universitário;2304400.0;Fortaleza;CE;Ativa
3587;FACULDADE DIOCESANA SÃO JOSÉ - FADISI;FADISI;Privada;N;N;N;Faculdade;1200401.0;Rio Branco;AC;Ativa
1014;INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC - BOM JESUS/IELUSC;BOM JESUS/IELUSC;Privada;S;N;N;Faculdade;4209102.0;Joinville;SC;Ativa
14095;FACULDADE DE TECNOLOGIA FUTURO - Fatec Futuro;Fatec Futuro;Privada;N;N;N;Faculdade;4106902.0;Curitiba;PR;Ativa
24965;Faculdade de Tecnologia e Ciências de Campina Grande - FTC Camp Grande;FTC Camp Grande;Privada;N;N;N;Faculdade;2504009.0;Campina Grande;PB;Ativa
18631;FACULDADE DO VALE DO RIO ARINOS - AJES;AJES;Privada;N;N;N;Faculdade;5105101.0;Juara;MT;Ativa
15873;Faculdade Itaquá - UNEITAQUÁ;UNEITAQUÁ;Privada;N;N;N;Faculdade;3523107.0;Itaquaquecetuba;SP;Ativa
1811;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS - IFG;IFG;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;5208707.0;Goiânia;GO;Ativa
24676;Faculdade de Medicina de Ji-Paraná;;Privada;N;N;N;Faculdade;1100122.0;Ji-Paraná;RO;Ativa
3007;FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS - FAC. INPG - CAMPINAS;FAC. INPG - CAMPINAS;Privada;N;N;N;Faculdade;3509502.0;Campinas;SP;Extinta
3955;FACULDADES INTEGRADAS DE CATAGUASES - FIC;FIC;Privada;N;N;N;Faculdade;3115300.0;Cataguases;MG;Ativa
2351;FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS - PIO XII - DIR;PIO XII - DIR;Privada;N;N;N;Faculdade;3201308.0;Cariacica;ES;Ativa
19216;FACULDADE GOYAZES DO DISTRITO FEDERAL - FG-DF;FG-DF;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
4097;Centro Universitário Uniftec Bento Gonçalves;;Privada;N;N;N;Centro Universitário;4302105.0;Bento Gonçalves;RS;Ativa
4199;Faculdade JK Brasília - Recanto das Emas II;;Privada;N;N;N;Faculdade;5300108.0;Brasília;DF;Extinta
24847;Faculdade de Tecnologia e Ciências de Teresina - FTC TERESINA;FTC TERESINA;Privada;N;N;N;Faculdade;2211001.0;Teresina;PI;Ativa
1674;INSTITUTO SALESIANO DE FILOSOFIA - INSAF;INSAF;Privada;N;N;N;Faculdade;2611606.0;Recife;PE;Extinta
423;UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES - URI;URI;Privada;S;N;N;Universidade;4307005.0;Erechim;RS;Ativa
2755;Centro Universitário Uniasselvi de Brusque;;Privada;N;N;N;Centro Universitário;4202909.0;Brusque;SC;Ativa
638;FACULDADE MILTON CAMPOS - FMC;FMC;Privada;N;N;N;Faculdade;3144805.0;Nova Lima;MG;Ativa
910;FACULDADE SANTA LÚCIA - FCACSL;FCACSL;Privada;N;N;N;Faculdade;3530805.0;Moji Mirim;SP;Ativa
1058;Centro Universitário Estácio da Bahia - Estácio Bahia;Estácio Bahia;Privada;N;N;N;Centro Universitário;2927408.0;Salvador;BA;Ativa
990;FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS - FAFIC;FAFIC;Privada;N;N;N;Faculdade;3118007.0;Congonhas;MG;Extinta
1082;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE - IFRN;IFRN;Pública;N;N;N;Instituto Federal de Educação, Ciência e Tecnologia;2408102.0;Natal;RN;Ativa
